terms,TF,term_no_docs,IDF,Stemmed-words\afan_oromo__stemmed__.txt,weight___Stemmed-words\afan_oromo__stemmed__.txt,Stemmed-words\world_cup__stemmed__.txt,weight___Stemmed-words\world_cup__stemmed__.txt,Stemmed-words\Eclipse_Foundation__stemmed__.txt,weight___Stemmed-words\Eclipse_Foundation__stemmed__.txt,Stemmed-words\computerANDphone__stemmed__.txt,weight___Stemmed-words\computerANDphone__stemmed__.txt,Stemmed-words\computerANDphone__stemmed__.txt,weight___Stemmed-words\computerANDphone__stemmed__.txt,Stemmed-words\About_Ethiopia__sample_1__stemmed__.txt,weight___Stemmed-words\About_Ethiopia__sample_1__stemmed__.txt
open,7,2,0.9162907318741551,4,3.6651629274966204,0,0.0,3,2.7488721956224653,0,0.0,0,0.0,0,0
statist,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
beneficiari,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
environ,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
shame,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
share,15,5,0.0,1,0.0,0,0.0,11,0.0,1,0.0,1,0.0,1,0.0
take,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
aim,3,1,1.6094379124341003,3,4.828313737302301,0,0.0,0,0.0,0,0.0,0,0.0,0,0
charact,16,2,0.9162907318741551,10,9.162907318741551,0,0.0,6,5.497744391244931,0,0.0,0,0.0,0,0
correct,3,2,0.9162907318741551,1,0.9162907318741551,0,0.0,2,1.8325814637483102,0,0.0,0,0.0,0,0
version,64,2,0.9162907318741551,2,1.8325814637483102,0,0.0,62,56.810025376197615,0,0.0,0,0.0,0,0
workshop,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
cost,7,2,0.9162907318741551,2,1.8325814637483102,0,0.0,5,4.5814536593707755,0,0.0,0,0.0,0,0
interfac,18,4,0.22314355131420976,9,2.008291961827888,0,0.0,7,1.5620048591994684,1,0.22314355131420976,1,0.22314355131420976,0,0
hybrid,2,1,1.6094379124341003,2,3.2188758248682006,0,0.0,0,0.0,0,0.0,0,0.0,0,0
purpos,60,5,0.0,5,0.0,0,0.0,52,0.0,1,0.0,1,0.0,1,0.0
larg,8,3,0.5108256237659907,6,3.0649537425959443,0,0.0,1,0.5108256237659907,0,0.0,0,0.0,1,0.5108256237659907
actual,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
asker,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
richest,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
ep,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
kekeba,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
language(afan,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
mac,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
conclus,3,3,0.5108256237659907,1,0.5108256237659907,0,0.0,0,0.0,1,0.5108256237659907,1,0.5108256237659907,0,0
n-gram,8,1,1.6094379124341003,8,12.875503299472802,0,0.0,0,0.0,0,0.0,0,0.0,0,0
east,7,2,0.9162907318741551,3,2.7488721956224653,0,0.0,0,0.0,0,0.0,0,0.0,4,3.6651629274966204
ethiopia,68,2,0.9162907318741551,8,7.330325854993241,0,0.0,0,0.0,0,0.0,0,0.0,60,54.9774439124493
semet,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
autom,5,3,0.5108256237659907,1,0.5108256237659907,0,0.0,0,0.0,2,1.0216512475319814,2,1.0216512475319814,0,0
desig,8,2,0.9162907318741551,5,4.5814536593707755,0,0.0,3,2.7488721956224653,0,0.0,0,0.0,0,0
50%,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
duresa,2,1,1.6094379124341003,2,3.2188758248682006,0,0.0,0,0.0,0,0.0,0,0.0,0,0
computer-human,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
felici,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
sampl,3,2,0.9162907318741551,1,0.9162907318741551,0,0.0,0,0.0,0,0.0,0,0.0,2,1.8325814637483102
altern,2,2,0.9162907318741551,1,0.9162907318741551,0,0.0,1,0.9162907318741551,0,0.0,0,0.0,0,0
(head-stick,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
bank,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
(meaning),1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
prior,10,3,0.5108256237659907,1,0.5108256237659907,1,0.5108256237659907,8,4.086604990127926,0,0.0,0,0.0,0,0
huge,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
assig,2,1,1.6094379124341003,2,3.2188758248682006,0,0.0,0,0.0,0,0.0,0,0.0,0,0
document,38,3,0.5108256237659907,3,1.5324768712979722,0,0.0,32,16.346419960511703,0,0.0,0,0.0,3,1.5324768712979722
cognit,4,1,1.6094379124341003,4,6.437751649736401,0,0.0,0,0.0,0,0.0,0,0.0,0,0
follows:,2,2,0.9162907318741551,1,0.9162907318741551,0,0.0,0,0.0,0,0.0,0,0.0,1,0.9162907318741551
trigram,2,1,1.6094379124341003,2,3.2188758248682006,0,0.0,0,0.0,0,0.0,0,0.0,0,0
yarowski,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
editor;,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
partit,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
slow,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
elimin,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
impair,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
dataset),1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
public,31,2,0.9162907318741551,1,0.9162907318741551,0,0.0,30,27.48872195622465,0,0.0,0,0.0,0,0
[19],1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
arab,2,1,1.6094379124341003,2,3.2188758248682006,0,0.0,0,0.0,0,0.0,0,0.0,0,0
invent,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
repres,14,2,0.9162907318741551,2,1.8325814637483102,0,0.0,12,10.995488782489861,0,0.0,0,0.0,0,0
tech,2,1,1.6094379124341003,2,3.2188758248682006,0,0.0,0,0.0,0,0.0,0,0.0,0,0
constantin,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
introduct,8,3,0.5108256237659907,2,1.0216512475319814,0,0.0,0,0.0,3,1.5324768712979722,3,1.5324768712979722,0,0
misspel,5,1,1.6094379124341003,5,8.047189562170502,0,0.0,0,0.0,0,0.0,0,0.0,0,0
journal,2,1,1.6094379124341003,2,3.2188758248682006,0,0.0,0,0.0,0,0.0,0,0.0,0,0
mark,10,2,0.9162907318741551,5,4.5814536593707755,0,0.0,5,4.5814536593707755,0,0.0,0,0.0,0,0
tongu,2,1,1.6094379124341003,2,3.2188758248682006,0,0.0,0,0.0,0,0.0,0,0.0,0,0
somalia,3,2,0.9162907318741551,2,1.8325814637483102,0,0.0,0,0.0,0,0.0,0,0.0,1,0.9162907318741551
(text,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
8.02,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
“bilisummaan”,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
“a”,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
technologi,30,3,0.5108256237659907,16,8.173209980255852,0,0.0,0,0.0,7,3.5757793663619353,7,3.5757793663619353,0,0
control’,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
(4),1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
bring,3,2,0.9162907318741551,2,1.8325814637483102,0,0.0,1,0.9162907318741551,0,0.0,0,0.0,0,0
veroni,2,1,1.6094379124341003,2,3.2188758248682006,0,0.0,0,0.0,0,0.0,0,0.0,0,0
confer,4,1,1.6094379124341003,4,6.437751649736401,0,0.0,0,0.0,0,0.0,0,0.0,0,0
semit,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
sugges,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
unsupervis,11,1,1.6094379124341003,11,17.703817036775103,0,0.0,0,0.0,0,0.0,0,0.0,0,0
(noun),1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
feder,8,3,0.5108256237659907,1,0.5108256237659907,0,0.0,1,0.5108256237659907,0,0.0,0,0.0,6,3.0649537425959443
punctuat,3,1,1.6094379124341003,3,4.828313737302301,0,0.0,0,0.0,0,0.0,0,0.0,0,0
todai,6,3,0.5108256237659907,2,1.0216512475319814,0,0.0,0,0.0,2,1.0216512475319814,2,1.0216512475319814,0,0
includ,102,3,0.5108256237659907,3,1.5324768712979722,1,0.5108256237659907,98,50.060911129067094,0,0.0,0,0.0,0,0
faster,6,3,0.5108256237659907,2,1.0216512475319814,0,0.0,0,0.0,2,1.0216512475319814,2,1.0216512475319814,0,0
popul,14,2,0.9162907318741551,5,4.5814536593707755,0,0.0,0,0.0,0,0.0,0,0.0,9,8.246616586867397
opportun,5,3,0.5108256237659907,1,0.5108256237659907,0,0.0,0,0.0,2,1.0216512475319814,2,1.0216512475319814,0,0
(afan,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
(1989),1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
cultur,3,2,0.9162907318741551,2,1.8325814637483102,0,0.0,0,0.0,0,0.0,0,0.0,1,0.9162907318741551
enhanc,6,3,0.5108256237659907,2,1.0216512475319814,0,0.0,0,0.0,2,1.0216512475319814,2,1.0216512475319814,0,0
machineread,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
completion’,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
wp,2,1,1.6094379124341003,2,3.2188758248682006,0,0.0,0,0.0,0,0.0,0,0.0,0,0
facilit,5,3,0.5108256237659907,3,1.5324768712979722,0,0.0,0,0.0,1,0.5108256237659907,1,0.5108256237659907,0,0
natur,9,4,0.22314355131420976,6,1.3388613078852587,0,0.0,1,0.22314355131420976,1,0.22314355131420976,1,0.22314355131420976,0,0
local,4,1,1.6094379124341003,4,6.437751649736401,0,0.0,0,0.0,0,0.0,0,0.0,0,0
gaarii,2,1,1.6094379124341003,2,3.2188758248682006,0,0.0,0,0.0,0,0.0,0,0.0,0,0
namicha,2,1,1.6094379124341003,2,3.2188758248682006,0,0.0,0,0.0,0,0.0,0,0.0,0,0
“bilisa”,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
final,12,3,0.5108256237659907,1,0.5108256237659907,10,5.108256237659907,1,0.5108256237659907,0,0.0,0,0.0,0,0
quiroga,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
choic,5,2,0.9162907318741551,2,1.8325814637483102,0,0.0,3,2.7488721956224653,0,0.0,0,0.0,0,0
32-35,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
star,2,1,1.6094379124341003,2,3.2188758248682006,0,0.0,0,0.0,0,0.0,0,0.0,0,0
acquisit,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
part-of-speech,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
12.thesi,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
region,13,2,0.9162907318741551,2,1.8325814637483102,0,0.0,0,0.0,0,0.0,0,0.0,11,10.079198050615705
user,54,4,0.22314355131420976,35,7.810024295997342,0,0.0,13,2.900866167084727,3,0.6694306539426294,3,0.6694306539426294,0,0
art,2,1,1.6094379124341003,2,3.2188758248682006,0,0.0,0,0.0,0,0.0,0,0.0,0,0
t(2015),1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
face,2,1,1.6094379124341003,2,3.2188758248682006,0,0.0,0,0.0,0,0.0,0,0.0,0,0
peopl,14,3,0.5108256237659907,10,5.108256237659907,0,0.0,3,1.5324768712979722,0,0.0,0,0.0,1,0.5108256237659907
man),1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
touch,2,1,1.6094379124341003,2,3.2188758248682006,0,0.0,0,0.0,0,0.0,0,0.0,0,0
edit,18,1,1.6094379124341003,18,28.969882423813804,0,0.0,0,0.0,0,0.0,0,0.0,0,0
(2013),1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
control,27,2,0.9162907318741551,1,0.9162907318741551,0,0.0,26,23.823559028728035,0,0.0,0,0.0,0,0
product,19,4,0.22314355131420976,3,0.6694306539426294,0,0.0,12,2.6777226157705174,2,0.44628710262841953,2,0.44628710262841953,0,0
disabilities’,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
focu,3,1,1.6094379124341003,3,4.828313737302301,0,0.0,0,0.0,0,0.0,0,0.0,0,0
“six”,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
seri,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
[21],1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
studi,8,1,1.6094379124341003,8,12.875503299472802,0,0.0,0,0.0,0,0.0,0,0.0,0,0
train,15,3,0.5108256237659907,13,6.640733108957879,0,0.0,0,0.0,1,0.5108256237659907,1,0.5108256237659907,0,0
”finfinnee”,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
-,9,2,0.9162907318741551,1,0.9162907318741551,0,0.0,8,7.330325854993241,0,0.0,0,0.0,0,0
(“police”),1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
tatar,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
fast,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
getachew,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
svo,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
requir,34,2,0.9162907318741551,2,1.8325814637483102,0,0.0,32,29.321303419972963,0,0.0,0,0.0,0,0
37.workineh,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
afaan,5,1,1.6094379124341003,5,8.047189562170502,0,0.0,0,0.0,0,0.0,0,0.0,0,0
gumii,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
(!),1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
motion-impair,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
access,18,4,0.22314355131420976,2,0.44628710262841953,0,0.0,4,0.8925742052568391,6,1.3388613078852587,6,1.3388613078852587,0,0
specif,13,2,0.9162907318741551,1,0.9162907318741551,0,0.0,12,10.995488782489861,0,0.0,0,0.0,0,0
precis,3,2,0.9162907318741551,1,0.9162907318741551,0,0.0,2,1.8325814637483102,0,0.0,0,0.0,0,0
program,26,2,0.9162907318741551,5,4.5814536593707755,0,0.0,21,19.242105369357258,0,0.0,0,0.0,0,0
caulei,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
format,8,4,0.22314355131420976,1,0.22314355131420976,1,0.22314355131420976,5,1.1157177565710488,0,0.0,0,0.0,1,0.22314355131420976
kei,2,2,0.9162907318741551,1,0.9162907318741551,0,0.0,0,0.0,0,0.0,0,0.0,1,0.9162907318741551
129-136,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
associ,3,2,0.9162907318741551,1,0.9162907318741551,2,1.8325814637483102,0,0.0,0,0.0,0,0.0,0,0
turizimii,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
(1992),2,1,1.6094379124341003,2,3.2188758248682006,0,0.0,0,0.0,0,0.0,0,0.0,0,0
poor,3,1,1.6094379124341003,3,4.828313737302301,0,0.0,0,0.0,0,0.0,0,0.0,0,0
(2000),2,1,1.6094379124341003,2,3.2188758248682006,0,0.0,0,0.0,0,0.0,0,0.0,0,0
(2007),1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
22.doina,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
delet,4,2,0.9162907318741551,1,0.9162907318741551,0,0.0,3,2.7488721956224653,0,0.0,0,0.0,0,0
method;,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
sourc,98,3,0.5108256237659907,5,2.5541281188299534,0,0.0,92,46.99595738647115,0,0.0,0,0.0,1,0.5108256237659907
task,14,3,0.5108256237659907,8,4.086604990127926,0,0.0,0,0.0,3,1.5324768712979722,3,1.5324768712979722,0,0
point,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
ethnic,6,2,0.9162907318741551,2,1.8325814637483102,0,0.0,0,0.0,0,0.0,0,0.0,4,3.6651629274966204
deeme”,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
wollega,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
offer,36,5,0.0,2,0.0,0,0.0,25,0.0,4,0.0,4,0.0,1,0.0
ontologi,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
ideal,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
(plural,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
manuscript,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
36.yarowski,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
algorithms),1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
challeng,3,3,0.5108256237659907,1,0.5108256237659907,0,0.0,0,0.0,1,0.5108256237659907,1,0.5108256237659907,0,0
tire,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
usab,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
estim,2,1,1.6094379124341003,2,3.2188758248682006,0,0.0,0,0.0,0,0.0,0,0.0,0,0
myer,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
sens,12,1,1.6094379124341003,12,19.313254949209202,0,0.0,0,0.0,0,0.0,0,0.0,0,0
effect,8,2,0.9162907318741551,4,3.6651629274966204,0,0.0,4,3.6651629274966204,0,0.0,0,0.0,0,0
problem,11,4,0.22314355131420976,7,1.5620048591994684,0,0.0,2,0.44628710262841953,1,0.22314355131420976,1,0.22314355131420976,0,0
[20],1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
difficult,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
bracket,6,2,0.9162907318741551,1,0.9162907318741551,0,0.0,5,4.5814536593707755,0,0.0,0,0.0,0,0
efficaci,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
softwar,161,4,0.22314355131420976,4,0.8925742052568391,0,0.0,155,34.58725045370252,1,0.22314355131420976,1,0.22314355131420976,0,0
[12],1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
everydai,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
interact,10,3,0.5108256237659907,8,4.086604990127926,0,0.0,0,0.0,1,0.5108256237659907,1,0.5108256237659907,0,0
lowest,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
qormaata,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
oromo),2,1,1.6094379124341003,2,3.2188758248682006,0,0.0,0,0.0,0,0.0,0,0.0,0,0
part,7,3,0.5108256237659907,2,1.0216512475319814,0,0.0,4,2.043302495063963,0,0.0,0,0.0,1,0.5108256237659907
unobtrus,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
[22],1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
long,9,2,0.9162907318741551,7,6.414035123119086,0,0.0,2,1.8325814637483102,0,0.0,0,0.0,0,0
‘ny’,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
bilisa,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
inten,6,2,0.9162907318741551,1,0.9162907318741551,0,0.0,5,4.5814536593707755,0,0.0,0,0.0,0,0
corpora,5,1,1.6094379124341003,5,8.047189562170502,0,0.0,0,0.0,0,0.0,0,0.0,0,0
6:,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
govern,11,3,0.5108256237659907,3,1.5324768712979722,0,0.0,4,2.043302495063963,0,0.0,0,0.0,4,2.043302495063963
selec,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
input,19,2,0.9162907318741551,18,16.493233173734794,0,0.0,1,0.9162907318741551,0,0.0,0,0.0,0,0
“jecha”,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
“jaha”,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
9-16,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
separ,18,3,0.5108256237659907,4,2.043302495063963,0,0.0,13,6.640733108957879,0,0.0,0,0.0,1,0.5108256237659907
motion,2,1,1.6094379124341003,2,3.2188758248682006,0,0.0,0,0.0,0,0.0,0,0.0,0,0
caul,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
discoveri,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
techniqu,7,1,1.6094379124341003,7,11.266065387038703,0,0.0,0,0.0,0,0.0,0,0.0,0,0
word,58,3,0.5108256237659907,56,28.606234930895482,0,0.0,0,0.0,1,0.5108256237659907,1,0.5108256237659907,0,0
[4],1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
compar,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
inter-cod,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
rabirra,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
files/docu,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
35:,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
(a,7,2,0.9162907318741551,5,4.5814536593707755,0,0.0,2,1.8325814637483102,0,0.0,0,0.0,0,0
stylus-bas,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
quot,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
(1999,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
physic,4,2,0.9162907318741551,3,2.7488721956224653,0,0.0,1,0.9162907318741551,0,0.0,0,0.0,0,0
current,11,5,0.0,3,0.0,1,0.0,0,0.0,3,0.0,3,0.0,1,0.0
manual,4,1,1.6094379124341003,4,6.437751649736401,0,0.0,0,0.0,0,0.0,0,0.0,0,0
assist,8,3,0.5108256237659907,6,3.0649537425959443,0,0.0,0,0.0,1,0.5108256237659907,1,0.5108256237659907,0,0
stochast,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
kibebew,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
capab,10,3,0.5108256237659907,2,1.0216512475319814,0,0.0,0,0.0,4,2.043302495063963,4,2.043302495063963,0,0
northern,3,3,0.5108256237659907,1,0.5108256237659907,0,0.0,1,0.5108256237659907,0,0.0,0,0.0,1,0.5108256237659907
‘comput,1,1,1.6094379124341003,1,1.6094379124341003,0,0.0,0,0.0,0,0.0,0,0.0,0,0
gamta,2,1,1.6094379124341003,2,3.2188758248682006,0,0.0,0,0.0,0,0.0,0,0.0,0,0
direct,28,2,0.9162907318741551,1,0.9162907318741551,0,0.0,27,24.739849760602187,0,0.0,0,0.0,0,0
machin,14,3,0.5108256237659907,8,4.086604990127926,0,0.0,0,0.0,3,1.5324768712979722,3,1.5324768712979722,0,0
set,3,2,0.9162907318741551,1,0.9162907318741551,0,0.0,2,1.8325814637483102,0,0.0,0,0.0,0,0
support,18,5,0.0,2,0.0,0,0.0,12,0.0,1,0.0,1,0.0,2,0.0
